Latitude,Longitude,Id,Name,Main Address,Address Level - 1,Address Level - 1,Address Level - 1,Address Level - 1,Date Of Last Update
53.015165,-6.804119,5497,Other - CUC Ireland,"Crookstown House, Crookstown Upper, Ballitore, Co. Kildare, R14 FY28",Kildare,Offaly,,,12-Apr-22
54.024244,-9.825995,3452,Ballycroy Health Centre,"Cross Hill, Ballycroy, Westport, Co. Mayo, F28 VF90",Mayo,Laois,,,20-Apr-22
53.724236,-6.357664,4230,Clann Medical Practice,"Cross Lane, Drogheda, Co. Louth, A92 PP5X",Louth,Mayo,,,31-Mar-22
53.434287,-8.754751,1799,Abbeyknockmoy Health Centre,"Culliagh North, Abbeyknockmoy, Co. Galway, H54 H103",Galway,Wicklow,,,22-Apr-22
53.329316,-6.32037,5443,Curlew Road Addiction Clinic,"Curlew Road Health Centre, Curlew Road, Dublin 12, D12 KF85",Curlew Road Health Centre,Dublin,Dublin,,28-Apr-22
53.167645,-6.800285,2277,Other - Newbridge Womens Health & Family Planning Clinic,"Curragh Grange, Newbridge, Co. Kildare, W12 FX79",Kildare,Limerick,,,05-Apr-22
53.167645,-6.800285,2260,Curragh Grange Family Practice,"Curragh Grange, Newbridge, Co. Kildare, W12 N668",Kildare,Tipperary,,,27-Apr-22
53.153461,-6.887936,2466,Other - Irish Horse Racing Regulatory Board,"Curragh House, Curragh Road, Kildare, R51 AT80",Curragh House,Cork,,,12-Apr-22
51.87812,-8.528858,2171,Padua Clinic,"Curraheen Road, Bishopstown, Cork, T12 CP5F",Curraheen Road,Cork,Cork,,27-Apr-22
51.876966,-8.532734,2268,Curraheen Clinic,"Curraheen Road, Bishopstown, Cork, T12 XY7D",Curraheen Road,Louth,Cork,,27-Apr-22
52.454654,-9.047003,2255,Dr Roger Hayes ,"Daar Wood, Gortboy, Newcastle West, Co. Limerick, V42 DH77",Limerick,Dublin,,,27-Apr-22
53.265012,-9.080017,2524,Dr Deirdre Sugrue,"Dalton House, 2 D'alton Drive, Salthill, Galway, H91 FN88",Dalton House,Dublin,Salthill,Galway,11-Apr-22
52.105792,-9.785733,3094,Daly's Lane Surgery,"Daly's Lane, Main Street, Killorglin, Co. Kerry, V93 KX2C",Kerry,Westmeath,,,25-Apr-22
53.42091,-7.990768,4065,Newtown at Monksland Medical ,"Daneswell Business Park, Monksland, Athlone, Co. Roscommon, N37 F9V4",Roscommon,Westmeath,,,27-Apr-22
53.42091,-7.990768,5315,Monksland Medical,"Daneswell Business Park, Monksland, Athlone, Co. Roscommon, N37 F9V4",Roscommon,Kerry,,,28-Apr-22
53.40148,-6.194292,2733,Darndale Health Centre,"Darndale Belcamp Village Centre, Dublin 17, D17 X050",Darndale Belcamp Village Centre,Wicklow,,,19-Apr-22
53.370548,-6.323474,5302,Other -  Daughters of Charity ,"Daughters Of Charity, 23 Ashtown Grove, Navan Road, Dublin 7, D07 E4EK",Daughters Of Charity,Kildare,Navan Road,Dublin,20-Apr-20
53.314809,-6.234963,1363,Ailesbury Clinic,"David Lloyd River View, Beech Hill Road, Dublin 4, D04 AF10",David Lloyd River View,Kildare,Dublin,,12-Apr-22
53.942347,-8.950675,4262,Swinford Medical Centre,"Davitt Place, Swinford, Co. Mayo, F12 FT72",Mayo,Dublin,,,27-Apr-22
54.102169,-7.439844,1777,Belturbet Medical Practice,"Deanery Street, Belturbet, Co. Cavan, H14 PD30",Cavan,Cork,,,22-Apr-22
52.512281,-7.895017,3024,Dr William  Ryan,"Deerpark Road, Cashel, Co. Tipperary, E25 AY64",Tipperary,Galway,,,25-Apr-22
52.364588,-7.171985,2940,Deerpark Medical Centre,"Deerpark, Mullinavat, Co. Kilkenny, X91 D886",Kilkenny,Cork,,,14-Apr-22
53.171114,-7.725443,1701,Kilcormac Medical Centre,"Derrinboy Road, Kilcormac, Co. Offaly, R42 DA25",Offaly,Dublin,,,15-Apr-22
53.339944,-6.940104,2051,Dr Kumar,"Derrinturn Health Centre, Derrinturn, Carbury, Co. Kildare, W91 CF90",Kildare,Cork,,,27-Apr-22
55.245291,-7.267698,5418,Hospital - Carndonagh Community Hospital,"Derry Road, Carndonagh, Co. Donegal, F93 EW7T",Donegal,Cork,,,31-Mar-22
55.087771,-8.290285,2851,Derrybeg Family Practice,"Derrybeg Health Centre, Stranacorkra, Derrybeg, Co. Donegal, F92 YF20",Donegal,Limerick,,,19-Apr-22
53.36957,-6.326663,4031,Other - Daughters of Charity Medical Clinic,"Development Educational Centre, Saint Vincents Centre, Navan Road, Dublin 7, D07 HE08",Development Educational Centre,Westmeath,Navan Road,Dublin,06-May-20
54.115,-9.150851,1383,Moyview Family Practice,"Dillon Terrace, Ballina, Co. Mayo, F26 R9V2",Mayo,Kildare,,,12-Apr-22
51.9132,-8.171635,4083,Imokilly Medical Centre,"Distillery Lane, Main Street, Midleton, Co. Cork, P25 V180",Cork,Cork,,,27-Apr-22
53.360895,-6.268375,3955,HSE - Health Care Unit Dochas Centre,"Dóchas Centre, Mountjoy Prison, North Circular Road, Dublin 7, D07 KTC1",Dóchas Centre,Donegal,North Circular Road,Dublin,06-Apr-22
53.269377,-9.046875,5226,CovidTest - LE WB Yeats,"Dock Road, The Docks, Galway, H91 W0VF",Dock Road,Louth,Galway,,24-Mar-20
53.341251,-9.175101,2526,Dr John Winters,"Doctor J. Winters, Church Road, Moycullen, Co. Galway, H91 DT88",Galway,Clare,,,11-Apr-22
54.270392,-8.473875,3568,Dr Brennan and Dr Murphy Surgery,"Doctor Roisin Brennan, 36 Market Street, Sligo, F91 WFK8",Doctor Roisin Brennan,Kerry,Sligo,,27-Apr-22
53.766086,-8.769996,1440,Annagh Medical Centre,"Doctors Road, Ballyhaunis, Co. Mayo, F35 X932",Mayo,Kerry,,,15-Apr-22
53.334832,-6.288512,5201,HSE - Occupational Health Dept Coombe,"Dolphin's Barn Street, Dublin 8, D08 XW7X",Dolphin's Barn Street,Galway,,,01-Apr-22
53.202308,-6.10947,1337,Dr Fidelma Savage,"Donard House, Novara Avenue, Bray, Co. Wicklow, A98 P6R2",Wicklow,Limerick,,,08-Apr-22
53.256201,-6.743591,4001,Other - Mondello Racing Medical Centre,"Donore, Caragh, Naas, Co. Kildare, W91 T957",Kildare,Dublin,,,27-Apr-22
52.636835,-8.655314,5155,HSE - MidWest Occ Health,"Dooradoyle Health Centre, Saint Nessan's Road, Dooradoyle, Limerick, V94 H662",Dooradoyle Health Centre,Laois,Dooradoyle,Limerick,07-Apr-22
52.630212,-8.643543,1567,Dooradoyle Medical Centre,"Dooradoyle Road, Limerick, V94 3H68",Dooradoyle Road,Kildare,,,15-Apr-22
52.507775,-6.292082,2976,Kilmuckridge Surgery,"Dornsland, Kilmuckridge, Co. Wexford, Y25 T3C6",Wexford,Wexford,,,21-Apr-22
53.282688,-8.97385,3430,Galway Clinic,"Doughiska, Galway, H91 HHT0",Doughiska,Meath,,,26-Apr-22
51.883852,-8.447432,3057,Belvedere Surgery,"Douglas Road, Cork, T12 D57T",Douglas Road,Kerry,,,25-Apr-22
51.880915,-8.442707,5521,Douglas Road Medical Centre,"Douglas Road, Cork, T12 XE00",Douglas Road,Wicklow,,,28-Apr-22
52.175889,-8.903834,3208,O'Connell Practice,"Dr. Brian O'connell, Strand Street, Kanturk, Co. Cork, P51 X4HC",Cork,Wicklow,,,26-Apr-22
53.389353,-6.299265,1417,Dr Desmond Day,"Dr. Desmond Day, 63 Main Street, Dublin 11, D11 PDR3",Dr. Desmond Day,Sligo,Dublin,,12-Apr-22
52.216509,-9.000314,3196,John Bourke,"Dr. John Bourke, Scarteen Road, Newmarket, Co. Cork, P51 PC85",Cork,Cork,,,26-Apr-22
53.345174,-6.292143,2298,HSE - Occupational Health Dept,"Dr. Steeven's Hospital, Steeven's Lane, Dublin 8, D08 W2A8",Dr. Steeven's Hospital,Sligo,Dublin,,05-Apr-22
53.345174,-6.292143,5150,Covid 19 CRM ,"Dr. Steeven's Hospital, Steeven's Lane, Dublin 8, D08 W2A8",Dr. Steeven's Hospital,Dublin,Dublin,,10-Feb-21
54.113946,-9.149042,2530,Dr William Brunker,"Dr. William B.h. Brunker, 15 The Arches, Ballina, Co. Mayo, F26 KV63",Mayo,Meath,,,11-Apr-22
52.64583,-7.287829,5575,Nursing Home - Drakelands,"Drakelands House, Drakelands Middle, Kilkenny, R95 YR02",Drakelands House,Dublin,Kilkenny,,12-Jan-22
53.719096,-6.343705,5138,GP OO - NortheastDoc,"Drogheda Cottage Hospital, Scarlet Street, Drogheda, Co. Louth, A92 V6XE",Louth,Tipperary,,,28-Apr-22
53.704355,-6.375816,5407,CovidAss - Drogheda,"Drogheda Industrial Park, Donore Road, Drogheda, Co. Louth, A92 DE03",Louth,Kerry,,,17-Apr-20
53.714322,-6.374632,1824,"Centric Health - Hilltop Medical Practice, ","Drogheda Retail And Leisure Centre, Rathmullan Road, Drogheda, Co. Louth, A92 KVP8",Louth,Mayo,,,31-Mar-22
53.70315,-6.379017,4294,Beacon Drogheda,"Drogheda Retail Park, Donore Road, Drogheda, Co. Meath, A92 WK81",Meath,Kerry,,,31-Mar-22
53.777616,-6.484579,4249,Lorenc Medical Centre,"Drogheda Street, Collon, Co. Louth, A92 RY27",Louth,Mayo,,,31-Mar-22
53.143612,-7.065906,3707,Medical Centre,"Drogheda Street, Monasterevin, Co. Kildare, W34 N406",Kildare,Clare,,,27-Apr-22
53.722735,-6.35495,5320,Hospital - Our Lady Of Lourdes Hospital ,"Drogheda, Co. Louth, A92 VW28",Louth,Clare,,,07-Apr-22
54.230007,-8.295422,2228,Dr Gerry Ballantine,"Dromahair Health Centre, Drumlease, Dromahair, Co. Leitrim, F91 VX2F",Leitrim,Roscommon,,,27-Apr-22
53.900482,-6.391813,3625,Castlebellingham Health Centre,"Dromena Road, Castlebellingham, Co. Louth, A91 NH00",Louth,Mayo,,,30-Mar-22
52.170332,-9.553939,1904,Farranfore Medical Centre,"Dromore, Farranfore, Co. Kerry, V93 E6HT",Kerry,Kildare,,,22-Apr-22
54.000714,-7.355127,1833,Dr Nigel McKenna,"Drumalee Primary Care Centre, Loughtee Business Park, Cootehill Road, Cavan, H12 NV22",Drumalee Primary Care Centre,Limerick,Cootehill Road,Cavan,22-Apr-22
54.000714,-7.355127,2370,Dr Monika Lamowska ,"Drumalee Primary Care Centre, Loughtee Business Park, Cootehill Road, Cavan, H12 NV22",Drumalee Primary Care Centre,Cork,Cootehill Road,Cavan,27-Apr-22
54.000714,-7.355127,2451,Collins Medical Practice,"Drumalee Primary Care Centre, Loughtee Business Park, Cootehill Road, Cavan, H12 NV22",Drumalee Primary Care Centre,Cork,Cootehill Road,Cavan,11-Apr-22
54.000714,-7.355127,5511,Dr Deirdre Keogh,"Drumalee Primary Care Centre, Loughtee Business Park, Cootehill Road, Cavan, H12 NV22",Drumalee Primary Care Centre,Mayo,Cootehill Road,Cavan,28-Apr-22
54.000921,-7.351772,1789,Drumalee Cross Family Practice,"Drumalee, Cavan, H12 K7E5",Drumalee,Mayo,,,22-Apr-22
54.329658,-8.501102,2869,Drumcliffe Family Practice,"Drumcliffe North, Drumcliffe, Co. Sligo, F91 E14K",Sligo,Dublin,,,21-Apr-22
53.849665,-6.651263,2222,Drumconrath Surgery,"Drumconrath, Navan, Co. Meath, C15 DH9H",Meath,Dublin,,,27-Apr-22
54.405304,-8.490917,2878,Dr Ida Leddy,"Drumfad, Grange, Co. Sligo, F91 XY03",Sligo,Dublin,,,21-Apr-22
53.818334,-7.771314,4121,Dr Breslin,"Drumlish Health Centre, Drumlish, Co. Longford, N39 F5D3",Longford,Kildare,,,27-Apr-22
54.047095,-8.035949,2864,Drumshambo Health Centre,"Drumshambo Primary Care Centre, Ballinamore Road, Drumshanbo, Co. Leitrim, N41 E942",Leitrim,Carlow,,,20-Apr-22
52.52126,-7.870373,2479,Dr Lorcan Keenan,"Dualla Road, Hughes-lot East, Cashel, Co. Tipperary, E25 YF79",Tipperary,Dublin,,,11-Apr-22
53.381003,-6.268499,2064,Student Health - Exwell Medical DCU,"Dublin City University Clinic, Dcu Sports Grounds, Ballymun Road, Dublin 9, D09 FK50",Dublin,Dublin,Ballymun Road,Dublin,27-Apr-22
53.342199,-6.251936,5330,Occupational Health Dept. - Dublin Dental University Hospital,"Dublin Dental School And Hospital, Lincoln Place, Dublin 2, D02 F859",Dublin,Sligo,Dublin,,04-Jun-20
53.506925,-6.39299,5464,The Maple Clinic,"Dublin Road, Ashbourne, Co. Meath, A84 KV18",Meath,Donegal,,,28-Apr-22
53.708662,-6.335986,2896,Ard Bryan Clinic,"Dublin Road, Bryanstown, Drogheda, Co. Louth, A92 H4XH",Louth,Roscommon,,,30-Mar-22
53.672656,-7.287614,5562,Nursing Home - Maple Court  ,"Dublin Road, Castlepollard, Co. Westmeath, N91 RX30",Westmeath,Kildare,,,07-Apr-22
53.707706,-6.328685,1886,Drogheda Medical Clinic,"Dublin Road, Drogheda, Co. Louth, A92 A40Y",Louth,Offaly,,,30-Mar-22
53.277697,-9.018194,3899,Other - Galway Hospice Foundation,"Dublin Road, Galway, H91 R2T0",Dublin,Leitrim,,,27-Apr-22
52.663685,-8.592201,2638,Park Lodge Medical Centre,"Dublin Road, Limerick, V94 H229",Dublin,Waterford,,,11-Apr-22
53.52666,-7.330761,1633,Centric Health  - Bellview Clinic,"Dublin Road, Mullingar, Co. Westmeath, N91 EK7R",Westmeath,Cork,,,15-Apr-22
53.224286,-6.65294,1842,Naas General Practice Centre,"Dublin Road, Naas, Co. Kildare, W91 P2WC",Kildare,Kildare,,,22-Apr-22
53.271148,-8.918945,1484,Arlington House Medical Centre,"Dublin Road, Oranmore, Co. Galway, H91 FXD0",Galway,Wexford,,,15-Apr-22
53.03758,-7.285206,5370,DOJ - Midlands Prison,"Dublin Road, Portlaoise, Co. Laois, R32 F796",Laois,Waterford,,,28-Apr-22
53.036997,-7.287483,4035,DOJ - Portlaoise Prison Medical Centre,"Dublin Road, Portlaoise, Co. Laois, R32 KN97",Laois,Cavan,,,06-Apr-22
53.944176,-8.945056,1974,Dr Frances Rowley,"Dublin Road, Swinford, Co. Mayo, F12 AW93",Mayo,Mayo,,,26-Apr-22
53.94285,-8.945911,3789,Hospital - Swinford District Hospital,"Dublin Road, Swinford, Co. Mayo, F12 K229",Mayo,Mayo,,,14-May-18
53.831629,-7.067628,1773,Virginia Medical Practice,"Dublin Road, Virginia, Co. Cavan, A82 AH29",Cavan,Kildare,,,30-Mar-22
53.654497,-6.419967,4301, Drogheda Medical Clinic,"Duleek Health Centre, Navan Road, Duleek, Co. Meath, A92 KRN8",Meath,Mayo,,,31-Mar-22
53.276204,-6.158256,2407,Sheehan Medical Centre,"Dun Laoghaire Industrial Estate, Pottery Road, Dun Laoghaire, Co. Dublin, A96 A6P2",Dublin,Wexford,,,11-Apr-22
53.373235,-6.644202,4184,Dr Anne Daly,"Dun Mhuire, Laragh Demesne, Maynooth, Co. Kildare, W23 W3P1",Kildare,Waterford,,,27-Apr-22
53.382097,-6.605682,5061,The Leinster Clinic,"Dún Sion, Kilcock Road, Maynooth, Co. Kildare, W23 FW77",Kildare,Donegal,,,27-Apr-22
53.984916,-6.393762,5481,Student Health - Dundalk institute of technology,"Dundalk Institute Of Technology, Dublin Road, Dundalk, Co. Louth, A91 K584",Louth,Kildare,,,30-Mar-22
53.985346,-6.394515,5222,CovidTest - Dundalk IT,"Dundalk Institute Of Technology, Dublin Road, Dundalk, Co. Louth, A91 WE88",Louth,Dublin,,,24-Mar-20
51.72594,-8.583564,4137,Occupational Health Dept - Eli Lilly S A,"Dunderrow, Kinsale, Co. Cork, P17 NY71",Cork,Sligo,,,27-Apr-22
52.560401,-8.044745,2083,Dr Kieran O'Dwyer,"Dundrum Health Centre, Dundrum, Co. Tipperary, E34 V042",Tipperary,Tipperary,,,27-Apr-22
55.181894,-7.971194,2052,Dr Paul Stewart,"Dunfanaghy Health Centre, Dunfanaghy, Co. Donegal, F92 H302",Donegal,Wexford,,,27-Apr-22
52.088339,-7.635307,2961,Springside Medical ,"Dungarvan Primary Centre, Springmount, Dungarvan, Co. Waterford, X35 X236",Waterford,Kildare,,,21-Apr-22
,,2068,Shandon Clinic,"Dungarvan Shopping Centre, Shandon, Dungarvan, Co. Waterford, X35 V126",Waterford,Wexford,,,27-Apr-22
54.630993,-8.364571,2845,Dr C McManus ,"Dunkineely Health Centre, Main Street, Dunkineely, Co. Donegal, F94 C92X",Donegal,Wexford,,,19-Apr-22
53.059694,-6.699164,2460,Dr Mary Kearney,"Dunlavin Health Centre, Kilcullen Street, Dunlavin, Co. Wicklow, W91 D289",Wicklow,Kildare,,,11-Apr-22
51.729392,-9.089806,5334,CovidTest - Dunmanway ,"Dunmanway Community Hospital, Ballyhalwick, Dunmanway, Co. Cork, P47 WN27",Cork,Wicklow,,,31-Mar-20
53.508167,-6.542804,1857,Dr Breda Clifford,"Dunshaughlin Health Care Unit, Main Street, Dunshaughlin, Co. Meath, A85 WD91",Meath,Roscommon,,,30-Mar-22
53.508167,-6.542804,2323,Dr Marguerite Barr GP Practice,"Dunshaughlin Health Care Unit, Main Street, Dunshaughlin, Co. Meath, A85 WD91",Meath,Meath,,,30-Mar-22
53.508167,-6.542804,3663,Family Practitioners,"Dunshaughlin Health Care Unit, Main Street, Dunshaughlin, Co. Meath, A85 WD91",Meath,Dublin,,,30-Mar-22
53.380696,-6.334074,5436,Nursing Home -Trinity Care Rathborne ,"Dunsinea Lane, Dublin 15, D15 CAA4",Dunsinea Lane,Dublin,,,05-Apr-22
52.846288,-7.39455,2608,Dr. David Rainbowicz,"Durrow Health Centre, The Square, Durrow, Co. Laois, R32 WEY2",Laois,Galway,,,11-Apr-22
53.724602,-7.797068,5548,Station Medical Centre,"Earl Street, Longford, N39 P9D6",Earl Street,Kerry,,,28-Apr-22
54.285998,-8.954837,1878,Easkey Family Practice,"Easkey Primary Care Centre, Bunowna, Easkey, Co. Sligo, F26 YK85",Sligo,Roscommon,,,22-Apr-22
51.87749,-8.436514,1913,Douglas Medical Centre,"East Douglas Street, Douglas, Cork, T12 A3PC",East Douglas Street,Dublin,Cork,,22-Apr-22
51.661693,-9.258768,2231,Drimoleague Surgery,"East End, Drimoleague, Co. Cork, P47 HP90",Cork,Tipperary,,,27-Apr-22
52.137833,-7.926424,4108,Dr Barry Lordan,"East Main Street, Lismore, Co. Waterford, P51 CK70",Waterford,Kildare,,,27-Apr-22
53.345174,-6.292143,5192,HSE - Public Health Dept,"East Room G29, Dr. Steeven's Hospital, Steeven's Lane, Dublin 8, D08 W2A8",East Room G29,Roscommon,Steeven's Lane,Dublin,07-Apr-22
53.557288,-6.784427,2766,Dr Noel Clancy,"Eden Bawn, Navan Road, Trim, Co. Meath, C15 K791",Meath,Cork,,,19-Apr-22
51.892056,-8.489168,3468,Dr Margaret Fitzsimons,"Edencurragh, 1 Perrott Avenue, College Road, Cork, T12 YF9N",Edencurragh,Cork,College Road,Cork,26-Apr-22
52.270927,-9.700893,3466,The Edward Court Clinic,"Edward Court, Edward Street, Tralee, Co. Kerry, V92 D42H",Kerry,Kerry,,,26-Apr-22
53.336338,-6.51576,5531,Nursing Home - Elm Hall ,"Elm Hall, Celbridge, Co. Kildare, W23 P6EX",Kildare,Galway,,,05-Apr-22
52.667169,-8.641749,1528,Ennis Road Medical Centre,"Elm Park Villas, Ennis Road, Limerick, V94 X5XF",Elm Park Villas,Cork,Limerick,,15-Apr-22
53.245216,-6.601252,1479,Kill Medical Centre,"Embassy Business Park, Kill, Co. Kildare, W91 W866",Kildare,Cork,,,15-Apr-22
53.096821,-7.209071,5242,CovidTest - Emo Health Centre,"Emo Health Centre, Killimy, Emo, Co. Laois, R32 RY27",Laois,Wicklow,,,24-Mar-20
53.211135,-6.681705,5254,CovidTest - Enable Ireland Naas,"Enable Ireland, Jigginstown, Naas, Co. Kildare, W91 V990",Kildare,Kildare,,,24-Mar-20
53.336601,-6.24592,5149,Occupational Health - ESB,"Energy Services Union, 38-43 James's Place East, Dublin 2, D02 XE08",Energy Services Union,Limerick,Dublin,,31-Mar-22
53.414071,-6.833223,2776,Dr Courtney ,"Enfield Health Centre, Johnstown Road, Enfield, Co. Meath, A83 YN20",Meath,Cork,,,30-Mar-22
52.720263,-9.311119,1602,Richmond Medical Centre,"Ennis Road, Kilmihil, Co. Clare, V15 KF50",Clare,Limerick,,,15-Apr-22
52.67099,-8.662409,5553,Other - Laya Limerick Health & Wellbeing Clinic,"Ennis Road, Limerick, V94 AW64",Ennis Road,Cork,,,28-Apr-22
52.852484,-9.396123,1751,Dr Maura O'Meara,"Ennis Road, Miltown Malbay, Co. Clare, V95 WN26",Clare,Kerry,,,15-Apr-22
54.215505,-9.082334,2868,HSE - Enniscrone Primary Care and Community Resource Centre,"Enniscrone Health Centre, Nephin Drive, Enniscrone, Co. Sligo, F26 R8X3",Sligo,Cork,,,21-Apr-22
53.193036,-6.169866,1623,The Surgery,"Enniskerry Village, Enniskerry, Co. Wicklow, A98 RP04",Wicklow,Westmeath,,,15-Apr-22
52.934029,-9.342204,1070,The Medical Centre,"Ennistymon Road, Lahinch, Co. Clare, V95 X0WX",Clare,Clare,,,07-Apr-22
52.794506,-6.148069,1730,The Harbour Surgery,"Evans Houses, Harbour Road, Arklow, Co. Wicklow, Y14 HW02",Wicklow,Dublin,,,15-Apr-22
53.200575,-8.130096,2515,Dr McGauran Surgery,"Eyrecourt Health Centre, Market Street, Eyrecourt, Co. Galway, H53 FX94",Galway,Clare,,,11-Apr-22
53.334177,-6.224134,4129,Dr Vincent Carroll,"Fairfield House, Newbridge Avenue, Dublin 4, D04 Y7H9",Fairfield House,Clare,Dublin,,27-Apr-22
54.075265,-7.08363,1831,The Darley Health Centre,"Fairgreen, Cootehill, Co. Cavan, H16 EN24",Cavan,Louth,,,22-Apr-22
53.368129,-6.359615,5073,Nursing Home - Mount Hybla Private Nursing Home,"Farmleigh Avenue, Farmleigh Woods, Dublin 15, D15 Y977",Farmleigh Avenue,Cork,Dublin,,06-Apr-22
53.999168,-7.373918,5447,Other - Anjali Private Clinic,"Farnham Road, Cavan, H12 F5W8",Farnham Road,Kildare,,,28-Apr-22
52.325211,-9.778552,2216,Ardfert Medical Centre,"Farranwilliam, Ardfert, Co. Kerry, V92 EKX9",Kerry,Clare,,,27-Apr-22
53.267517,-9.107152,1637,Knocknacarra Medical Centre,"Fearnóg, Clybaun Road, Knocknacarra, Galway, H91 TKF3",Fearnóg,Cork,Knocknacarra,Galway,15-Apr-22
52.514636,-7.884659,2968,Cashel Medical Centre,"Feehan's Road, Cashel, Co. Tipperary, E25 RD21",Tipperary,Galway,,,21-Apr-22
52.705199,-7.596191,4302,Dr Edmund Fitzpatrick ,"Fennor, Urlingford, Co. Tipperary, E41 H275",Tipperary,Louth,,,27-Apr-22
53.271696,-7.834029,2619,Dr. Sheila Stephens ,"Ferbane Health Centre, Belmount Road, Ferbane, Co. Offaly, R42 PK22",Offaly,Wexford,,,11-Apr-22
52.137608,-8.278322,1986,Family First Medical Practice,"Fermoy Clinic, Mccurtain Street, Fermoy, Co. Cork, P61 KH74",Cork,Dublin,,,26-Apr-22
52.261977,-8.27281,3388,Living Health Clinic,"Fermoy Road, Mitchelstown, Co. Cork, P67 T263",Cork,Kildare,,,26-Apr-22
52.117963,-8.780962,3108,Kevin Mulcahy,"Ferndale, Lombardstown, Co. Cork, P51 HX27",Cork,Clare,,,25-Apr-22
52.384208,-9.302089,2367,Ferndale Family Practice,"Ferndale, The Square, Abbeyfeale, Co. Limerick, V94 C582",Limerick,Clare,,,27-Apr-22
52.198903,-6.849434,2080,Dr John Cox,"Fethard-on-sea, Co. Wexford, Y34 AY27",Wexford,Offaly,,,27-Apr-22
52.677008,-7.814546,2666,Dr. Liam Collins,"Fianna Road, Thurles, Co. Tipperary, E41 V1D9",Tipperary,Tipperary,,,12-Apr-22
52.677008,-7.814546,2668,Thurles Surgery,"Fianna Road, Thurles, Co. Tipperary, E41 V1D9",Tipperary,Dublin,,,12-Apr-22
53.609936,-6.183877,1173,Balbriggan Medical Centre,"Fingal House, Drogheda Street, Balbriggan, Co. Dublin, K32 ED88",Dublin,Dublin,,,08-Apr-22
52.647144,-8.639039,3538,Dr Seamus O'Flynn ,"Fingall, Ballinacurra Road, Limerick, V94 T381",Fingall,Wicklow,Limerick,,27-Apr-22
54.494072,-8.237223,5208,Defence Forces - Finner Camp,"Finner, Ballyshannon, Co. Donegal, F94 C985",Donegal,Meath,,,31-Mar-20
53.340976,-6.451718,3314,Finnstown Medical Centre,"Finnstown Shopping Centre, Newcastle Road, Lucan, Co. Dublin, K78 E8X7",Dublin,Louth,,,20-Nov-17
53.275132,-7.489748,4147,Dr Patricia Garry,"Fionntir, 6 Market Square, Tullamore, Co. Offaly, R35 E0Y0",Offaly,Galway,,,27-Apr-22
51.898525,-8.472941,2320,Cork City Medical Centre,"First Floor, 91 Saint Patrick's Street, Cork, T12 K5FK",First Floor,Galway,Cork,,27-Apr-22
53.341235,-6.226628,3251,Ringsend Medical Centre,"Fitzwilliam Street, Dublin 4, D04 T9X5",Fitzwilliam Street,Clare,,,31-Mar-22
52.837482,-6.929394,2162,Dr Regina O'Kelly,"Flemington House, 1a Brown Street, Carlow, R93 W0D1",Flemington House,Clare,Carlow,,27-Apr-22
51.889029,-8.459835,5164,HSE - Public Health South,"Floor 2 Block 8 Zone B2, Saint Finbarr's Hospital, Douglas Road, Cork, T12 XH60",Floor 2 Block 8 Zone B2,Cork,Douglas Road,Cork,07-Apr-22
53.286306,-6.432187,4118,Nursing Home - TLC City West,"Fortunestown Lane, Citywest, Co. Dublin, D24 K5KC",Dublin,Cork,,,27-Apr-22
52.609229,-9.104343,1143,Riverwest Medical - Foynes,"Foynes Clinic, Corgrigg, Foynes, Co. Limerick, V94 HH2A",Limerick,Galway,,,08-Apr-22
52.845436,-8.977015,1294,Ennis Medical Centre,"Francis Street, Ennis, Co. Clare, V95 KC3H",Clare,Carlow,,,08-Apr-22
53.344818,-6.272992,4217,Other - Safetynet - Mechants Quay,"Fransican Missions Office, 8 Merchant's Quay, Dublin 8, D08 W56T",Fransican Missions Office,Galway,Dublin,,06-Apr-22
53.300857,-6.181875,1372,Blackrock Medical Centre,"Frascati Shopping Centre, Blackrock, Co Dublin, A94 H6V9",Frascati Shopping Centre,Louth,Co Dublin,,31-Mar-22
52.732491,-7.392796,2065,Dr Beckett,"Freshford Health Centre, Kilkenny Street, Freshford, Co. Kilkenny, R95 YW0X",Kilkenny,Tipperary,,,27-Apr-22
52.677873,-7.818826,1137,Dr James Molony,"Friar Street, Thurles, Co. Tipperary, E41 E276",Tipperary,Westmeath,,,08-Apr-22
53.275265,-6.158008,5365,Virtue Medical,"G9 The Pottery, Bakers Point, Dun Laoghaire, Co. Dublin, A96 EN23",Dublin,Clare,,,28-Apr-22
53.361244,-6.252433,5231,"CovidTest - Croke Park (St Josephs Entrance), ","Gaelic Athletic Association, Croke Park, Jones's Road, Dublin 3, D03 P6K7",Gaelic Athletic Association,Louth,Jones's Road,Dublin,24-Mar-20
52.372483,-8.34817,1121,Dr Maire Una Ni Rathaille,"Galbally Road, Ballylanders, Co. Limerick, V35 K164",Limerick,Kildare,,,07-Apr-22
53.280209,-6.187403,2307,Nursing Home - Belmont House,"Galloping Green, Stillorgan Road, Blackrock, Co. Dublin, A94 KW44",Dublin,Dublin,,,27-Apr-22
52.993909,-6.964273,1564,The Park Clinic,"Gallows Hill, Dublin Road, Athy, Co. Kildare, R14 KH33",Kildare,Meath,,,22-Apr-22
52.46276,-8.348772,3869,Emly Health Centre,"Galtee View, Emly, Co. Tipperary, E34 CP44",Tipperary,Limerick,,,27-Apr-22
