Centre_ID,Centre_Title,Centre_Address,County,Maximum_Occupancy,Centre_Phone,Person_in_Charge,Person_in_Charge_Phone,Registration_Provider,Registration_Provider_Address,Registration_Provider_Phone,Registration_Date,Registration_Expiry_Date,Expiry_Date_Note,CRO_Registration_Number,Management_Contacts,Registration_Number,Chief_Inspector_Note,Registration_Conditions,URL
4921,"Glyntown Care Centre","Glyntown, Glanmire, T45 H795",Cork,38,"021 482 1500","Majella Cussen","021 482 1500","Zealandia Limited","Glyntown Care Centre, Glyntown, Glanmire, T45 H795, Cork","021 482 1500",22-06-2024,21-06-2027,,478849,,REG-0038584,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan received on the 02th of May 2024. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 38.",https://www.hiqa.ie/areas-we-work/find-a-centre/glyntown-care-centre
416,"Good Counsel Nursing Home","Kilmallock Road, Limerick City, V94 RT96",Limerick,28,"061 416 288","Eileen Beston","061 416 288","Good Counsel Nursing Home Limited","Good Counsel Nursing Home, Kilmallock Road, V94 RT96, Limerick","061 416 288",31-05-2023,30-05-2026,,505565,"Emmet Beston - 061 416 288",REG-0037051,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 14/04/2023. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 28.",https://www.hiqa.ie/areas-we-work/find-a-centre/good-counsel-nursing-home
9029,"Gorey Care Centre","Clonattin Village, Clonattin, Gorey, Y25 X6W4",Wexford,96,"053 940 9180","Liza Crossan","053 940 9180","Mowlam Healthcare Services Unlimited Company","One Bank Place, Limerick City, Limerick, V94 HT2Y, Limerick","061 416 099",23-06-2025,22-06-2028,,506719,"Liz Foley - 061 416 099, Susan Shortt - 061 416 099",REG-0045069,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan received on 28/04/2025. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 96",https://www.hiqa.ie/areas-we-work/find-a-centre/gorey-care-centre
131,"Gormanston Wood Nursing Home","Gormanston, K32 NA71",Meath,89,"01 841 4566","Rita Gallagher","01 841 4566","Costern Unlimited Company","42, North Wood Court, Northwood, Santry, D09 Y820, Dublin 9","01 685 5170",30-04-2024,29-04-2027,,489192,"Victorita Stan - 086 823 8286, Orla Scuffil - 086 440 0749",REG-0038329,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan received on 04/12/23. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 89.",https://www.hiqa.ie/areas-we-work/find-a-centre/gormanston-wood-nursing-home
232,"Gowran Abbey Nursing Home","Gowran Abbey Nursing Home Limited, Abbey Court, Gowran, R95 Y953",Kilkenny,51,"056 772 6500","Manu Varghese Thekkekottaram","056 772 6500","Gowran Abbey Nursing Home Limited","Abbey Court, Gowran, R95 Y953, Kilkenny","056 772 6500",01-07-2023,30-06-2026,,411670,"Mairead M Byrne - 087 614 9197",REG-0037188,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 03/04/2023. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 51.",https://www.hiqa.ie/areas-we-work/find-a-centre/gowran-abbey-nursing-home
233,"Grange Con Nursing Home","Carrigrohane, T12 H271",Cork,24,"021 438 5479","Julie Holland","021 438 5479","Grange Con Quarters Limited","Grange Con Nursing Home, Carrigrohane, T12 H271, Cork","021 438 5479",13-06-2025,12-06-2028,,522975,,REG-0040355,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan received on 06/12/2024. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 24.",https://www.hiqa.ie/areas-we-work/find-a-centre/grange-con-nursing-home
4584,"Greenhill Nursing Home","Waterford Road, Carrick-on-Suir, E32 FY09",Tipperary,55,"051 642 700","Ashmi Cherian","051 642 702","Saivikasdal Ltd","Greenhill Nursing Home, 35 Grand Parade, Cork, T12 05PP, Cork","087 091 8783",01-01-2024,31-12-2026,,441636,"Virginie Veillet - 064 664 3012",REG-0037804,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan received on 31 August 2023. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 55.",https://www.hiqa.ie/areas-we-work/find-a-centre/greenhill-nursing-home
344,"Greenpark Nursing Home","Tullinadaly Road, Tuam, H54 C596",Galway,51,"093 244 10","Brian McNamara","093 244 10","Green Park Nursing Home Limited","Tullinadaly Road, Tuam, H54 C596, Galway","093 24 410",01-05-2023,30-04-2026,,173182,"Ian McNamara - 093 24410, Cora McNamara - 093 244 10, Jane McNamara - 093 244 10",REG-0036943,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 17 February 2023. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 51.",https://www.hiqa.ie/areas-we-work/find-a-centre/greenpark-nursing-home
45,"Greystones Nursing Home","Church Road, Greystones , A63 HK44",Wicklow,58,"01 287 3226","Min Wei","01 287 3226","Greystones Nursing Home Limited","Dunboyne Nursing Home, Waynestown, Summerhill Road, Dunboyne, A86 XF89, Meath","01 801 5535",22-03-2023,21-03-2026,,477534,"Rosetta Herr - 01 825 5323, Sruthy Joseph Panajikkal - 047 72138, Karen Byrne - 086 082 8146, Karen McElherron - 042 938 3997",REG-0037481,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plans received on 02 April 2024. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 58.",https://www.hiqa.ie/areas-we-work/find-a-centre/greystones-nursing-home
46,"Griffeen Valley Nursing Home","Esker Road, Esker, Lucan, K78 V208",Dublin,26,"01 624 9736","Geraldine Iglupas","01 624 9736","Griffeen Valley Nursing Home Limited","Esker Road, Lucan, K78 V208, Co. Dublin","01 624 9736",14-09-2023,13-09-2026,,507253,"Anne Foley - 01 624 9736, James Foley - 01 624 9736",REG-0037411,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 11/04/2023. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 26.",https://www.hiqa.ie/areas-we-work/find-a-centre/griffeen-valley-nursing-home
139,"Hamilton Park Care Facility","Balrothery, Balbriggan, K32 X377",Dublin,135,"01 690 1400","Melfranco Uy","01 690 1400","Hamilton Park Care Centre Limited","Blackhall, Balbriggan, K32 X377, Co. Dublin","01 490 1670",15-04-2023,14-04-2026,,426813,"Susan Campbell - 01 690 1406",REG-0036919,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 30/01/2023. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 135.",https://www.hiqa.ie/areas-we-work/find-a-centre/hamilton-park-care-facility
345,"Harbour Lights Nursing Home","Townasligo, Bruckless, F94 N597",Donegal,56,"074 973 2020","Lorraine Graham Bradburn","074 9732020","Caring Hands Limited","Bruckless, Killybegs, F94 N597, Donegal","074 973 2250",16-08-2023,15-08-2026,,274924,"David O'Neill - 074 973 2020",REG-0037336,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated [13/06/2023]. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is 56.",https://www.hiqa.ie/areas-we-work/find-a-centre/harbour-lights-nursing-home
235,"Haven Bay Care Centre","Ballinacubby, Kinsale, P17 A580",Cork,127,"021 477 7328","Yvonne McCarthy","021 477 7328","Haven Bay Care Centre Limited","Ballinacubby, Kinsale, P17 A580, Cork","021 477 7328",27-08-2024,26-08-2027,,426932,"Helen O'Regan - 021 477 7328 ext 512",REG-0038839,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan received on 31/05/24. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 127.",https://www.hiqa.ie/areas-we-work/find-a-centre/haven-bay-care-centre
49,"Hazel Hall Nursing Home","Prosperous Road, Clane, W91 DA07",Kildare,46,"045 868 662","Sandeeplal Priyalal","045 868 662","Esker Property Holdings Limited","Hazel Hall Nursing Home, Prosperous Road, Clane, W91 DA07, Kildare","045 868 662",08-12-2023,07-12-2026,,350304,"Samantha Henry - 087 321 1164",REG-0037732,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan received on 20/09/2023. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 46.",https://www.hiqa.ie/areas-we-work/find-a-centre/hazel-hall-nursing-home
714,"Heather House Community Nursing Unit","St Mary's Health Campus, Gurranabraher, T23 FFX9",Cork,85,"021 492 7950","Elbin Cherakkal Joseph","021 492 7960","Health Service Executive","Oak House, Millennium Park, Naas, W91 KDC2, Kildare","045 880 400",11-01-2023,10-01-2026,,,,REG-0036871,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan received 12 February 2024. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose dated 03/04/24,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 85 Condition 4The provider must address the fire risks outlined in the inspection report of the 06 December 2022 and in their November 2022 external fire risk assessment for the centre.  All identified fire risks must be addressed to the satisfaction of the Chief Inspector no later than 30 April 2024",https://www.hiqa.ie/areas-we-work/find-a-centre/heather-house-community-nursing-unit
346,"Hillcrest House Nursing Home","Long Lane, Letterkenny, F92 YY38",Donegal,58,"074 912 2342","John Kelly","074 912 342","Hillcrest Nursing Home Limited","Long Lane, Letterkenny, F92 YY38, Donegal","074 912 2342",30-05-2023,29-05-2026,,503924,,REG-0037265,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose (dated 14 February 2025,  revision number:11) within the footprint of the designated centre on the floor plan dated 20 July 2023.  The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose dated 14 February 2025,  revision number:11,  as agreed with the Chief Inspector at the time of registration.Any changes to the specific care and support needs and services provided can only take effect following a decision by the Chief Inspector to vary Condition 1.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is 58,  comprised of a maximum of 31 residents in the building referred to as the House and a maximum of 27 residents in the building referred to as the Lodge.Condition 4At a minimum the registered provider will ensure that each day there are sufficient numbers of nurses present and working in the designated centre as follows:1.	The person in charge is employed on a full time basis and is supernumerary to the nurses who are delivering direct care to the residents;2.	There is one registered nurse rostered to work between both buildings,  the House and The Lodge,  which comprise and are within the footprint of the designated centre between 0800hrs and 1700hrs seven days a week to support the staff in each building that make up the designated centre   (this role may be inclusive of the Director of Nursing role set out in the Statement of Purpose but is exclusive of the role of Person in Charge);3.	In addition to the nursing resources set out in 1 and 2 above there is a minimum of one registered nurse working exclusively (a total of 2 nurses) in each building (the House and the Lodge) 24 hours a day,  seven days a week.The above minimum levels of nursing staff does not preclude the registered provider from increasing these numbers if the dependency levels or care needs of residents increase such that these minimum numbers of nurses are insufficient to meet the needs of all residents living in the designated centre.Condition 5At a minimum the registered provider will ensure that each day there are sufficient numbers of health care assistants present and working in the designated centre as follows;1.	There are a minimum of ten health care assistants working in the designated centre (two between 0700hrs and 1900hrs and eight between 0800 hrs and 2000hrs) each day,  seven days a week; 2.	There are a minimum of two health care assistants working in the House from 2000hrs to 0800 hours seven nights a week and a minimum of three health care assistants working in the Lodge from 2000hrs to 0800 hours seven nights a week;3.	The staffing numbers set out in points 1 and 2 of this Condition 5 exclude any additional contracted and/or agreed one to one care hours for individual residents. Such care hours must be resourced in addition to the above minimum numbers of health care assistants.  The registered provider is required to ensure that staff rosters for the designated centre reflect these hours separately to the baseline staffing requirements set out at 1 and 2 above.  The above sets out the minimum numbers of health care assistants which must be present in the nursing home and does not preclude the registered provider from increasing these numbers if the dependency levels of residents increase such that these minimum numbers of health care assistants are insufficient to meet the needs of all residents living in the designated centre.",https://www.hiqa.ie/areas-we-work/find-a-centre/hillcrest-house-nursing-home
347,"Hillside Nursing Home","Attidermot, Aughrim, Ballinasloe, H53 E090",Galway,24,"090 967 3996","Mary Nuala Cormican","090 967 3996","Mary Nuala Cormican","Hillside Nursing Home, Attidermoy, Aughrim, Ballinasloe, H53 E090, Galway","090 9673996 / 087 7985225",17-11-2022,16-11-2025,,,"Irene Cormican - 087 284 8114",REG-0036330,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 12 May 2022. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 24.Condition 4 Notwithstanding the requirements placed on the registered provider to comply with the Health Act 2007 (Care and Welfare of Residents in Designated Centres for Older People) Regulations 2013,  the registered provider shall take all necessary action to comply with Regulation 17: Premises to the satisfaction of the Chief Inspector no later than 31 January 2023",https://www.hiqa.ie/areas-we-work/find-a-centre/hillside-nursing-home
238,"Hillview Convalescence & Nursing Home","Tullow Road, R93 YX46",Carlow,54,"059 913 9407 / 0599139408","Karen O'Connor Holmes (Clancy)","059 913 9407","Hillview Convalescence & Nursing Home Limited","Graiguealug, Nurney, R93 KV97, Carlow","059 914 8021",21-04-2023,20-04-2026,,356208,,REG-0036917,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 10/01/23. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 54.",https://www.hiqa.ie/areas-we-work/find-a-centre/hillview-convalescence-nursing-home
141,"Hillview Private Nursing & Retirement Residence","Rathfeigh, Tara, C15V291",Meath,26,"041 982 5698","Ciara Moloney","041 982 5698","John James Cahill,  Tara Seepersad,  Karl Seepersad,  Desmond Seepersad trading as Hillview Private Nursing and Retirement Residence","Rathfeigh, Tara, C15 V291, Meath","041 982 5968",01-01-2019,31-12-2021,,398782,,REG-0032307,,"Condition 1 The designated centre shall be operated at all times in compliance with the Health Act 2007 as amended from time to time.Condition 2The designated centre shall be operated at all times in compliance with the Health Act 2007 (Care and Welfare of Residents in Designated Centres for Older People) Regulations 2013 and the Health Act 2007 (Registration of Designated Centres for Older People) Regulations 2015 (as amended,  consolidated,  restated or replaced from time to time) and in compliance with all other regulations made under the Health Act 2007 as amended from time to time.Condition 3The designated centre shall be operated at all times in compliance with the National Standards for Residential Care Settings for Older People in Ireland (as amended,  consolidated,  restated or replaced from time to time) and in compliance with all other standards made under the Health Act 2007 and as the Chief Inspector may notify to the registered provider from time to time.Condition 4The designated centre shall be operated at all times in compliance with all other legislation,  regulations and standards which are applicable to it.Condition 5Subject to any prohibitions or restrictions contained in any other condition(s),   the designated centre shall be operated at all times in accordance with and shall provide only the services set out in,  its Statement of Purpose dated 19 June 2017,  as delivered and amended from time to time in accordance with Regulation 3 of the Health Act 2007 (Care and Welfare of Residents in Designated Centres for Older People) Regulations 2013 (S.I. No. 415 of 2013) (as amended,  consolidated,  restated or replaced from time to time).Condition 6 No person under the age of 18 years of age shall be accommodated at the designated centre at any time.Condition 7 The maximum number of persons that can be accommodated at the designated centre is: 26.",https://www.hiqa.ie/areas-we-work/find-a-centre/hillview-private-nursing-retirement-residence
5053,"Hollybrook Lodge","St Michael's Estate, Bulfin Road, Inchicore, D08KF63",Dublin,48,"01 428 4658","Shanaz Begam Mohammad Nasheer","01 410 3783","St. James's Hospital","James's Street, Dublin 8, D08 NHY1, Dublin 8","01 410 3000",12-08-2024,11-08-2027,,,"Niamh Murphy - 01 416 1614, Josephine Donlon - 01 416 2262",REG-0038922,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan received on 18/06/2024. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 48.",https://www.hiqa.ie/areas-we-work/find-a-centre/hollybrook-lodge
348,"Hollymount Private Nursing and Retirement Home","Kilrush, Hollymount, Claremorris, F12 R292",Mayo,36,"094 954 0232","Lorraine Crowe","094 954 0232","Doonaroom Limited","Brownstown, Hollymount , F12 Y261, Mayo","094 954 0232",01-06-2024,31-05-2027,,142475,"Marie Hayes - 094 954 0232",REG-0038484,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan received on 11 April 2024. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 36.",https://www.hiqa.ie/areas-we-work/find-a-centre/hollymount-private-nursing-and-retirement-home
349,"Holy Family Nursing Home","Magheramore, Killimor, Ballinasloe, H53 KP28",Galway,70,"090 967 6044","Sinimol Rajan","090 967 6044","Holy Family Nursing Home Limited","Magheramore, Killimor, Ballinasloe, H53 KP28, Galway","090 967 6044",03-10-2022,02-10-2025,,601025,,REG-0036187,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 6 March 2023. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is 70.",https://www.hiqa.ie/areas-we-work/find-a-centre/holy-family-nursing-home
50,"Holy Family Residence","Little Sisters of the Poor, Holy Family Residence, Roebuck Road, Dundrum, D14 C7W2",Dublin,60,"01 283 2455","Annette Hewitt","01 283 2455","Little Sisters of the Poor with Deirdre McCormack,  Christina Moore,  Julia Culliton,  Kathleen McMahon,  Theresa Martin,  Mary Teresa Bible as members","Little Sisters of the Poor, Sacred Heart Residence, Sybil Hill Road, Raheny, D05 XK58, Dublin 5","0044 7984 094 514",15-03-2024,14-03-2027,,,"Theresa Martin - 01 283 2455",REG-0038129,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan received on 13/09/2023. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 60.",https://www.hiqa.ie/areas-we-work/find-a-centre/holy-family-residence
591,"Holy Ghost Residential Home","Cork Road, X91 NN88",Waterford,60,"051 374 397","Lynda O'Brien","051 374 397","Holy Ghost Hospital Board of Trustees with Jim O'Dwyer,  Bruce Hayes,  Barbara Murphy,  Gerard McGinn,  Hilary Quinlan,  Maurice Cummins,  Patrick Gallagher,  Lola O'Sullivan,  Anne Kennedy as members","Holy Ghost Residential Home, Cork Road, X91 NN88, Waterford","051 374 397",31-05-2025,30-05-2028,,222,,REG-0040294,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan received on 15/01/2025. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 60.",https://www.hiqa.ie/areas-we-work/find-a-centre/holy-ghost-residential-home
142,"Howth Hill Lodge","Thormanby Road, Howth, D13 KN22",Dublin,48,"01 839 1440","Sharon Nolan","01 839 1440","Brymore House Nursing Home Limited","Brymore House, Thormanby Road, Howth, D13 VK82, Co. Dublin","01 832 6244",16-02-2024,15-02-2027,,156212,"Magda Kiszka - 01 839 1440",REG-0038175,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan received 21/08/2023. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 48.",https://www.hiqa.ie/areas-we-work/find-a-centre/howth-hill-lodge
