"STATISTIC","Statistic Label","TLIST(A1)","CensusYear","C04104V04868","County and City","UNIT","VALUE"
"F2021C03","Vacancy Rate","1996","1996","2ae19629-149a-13a3-e055-000000000001","Waterford City and County","%","9"
"F2021C03","Vacancy Rate","1996","1996","2ae19629-1435-13a3-e055-000000000001","Galway City","%","6"
"F2021C03","Vacancy Rate","1996","1996","2ae19629-14a5-13a3-e055-000000000001","Galway County","%","12.5"
"F2021C03","Vacancy Rate","1996","1996","2ae19629-148e-13a3-e055-000000000001","Leitrim","%","18.6"
"F2021C03","Vacancy Rate","1996","1996","2ae19629-1493-13a3-e055-000000000001","Mayo","%","15.8"
"F2021C03","Vacancy Rate","1996","1996","2ae19629-1497-13a3-e055-000000000001","Roscommon","%","12"
"F2021C03","Vacancy Rate","1996","1996","2ae19629-1498-13a3-e055-000000000001","Sligo","%","12.4"
"F2021C03","Vacancy Rate","1996","1996","2ae19629-149d-13a3-e055-000000000001","Cavan","%","11.2"
"F2021C03","Vacancy Rate","1996","1996","2ae19629-14a4-13a3-e055-000000000001","Donegal","%","15.6"
"F2021C03","Vacancy Rate","1996","1996","2ae19629-1495-13a3-e055-000000000001","Monaghan","%","8.9"
"F2021C03","Vacancy Rate","2002","2002","IE0","State","%","9.8"
"F2021C03","Vacancy Rate","2002","2002","2ae19629-1492-13a3-e055-000000000001","Carlow","%","7.8"
"F2021C03","Vacancy Rate","2002","2002","2ae19629-1433-13a3-e055-000000000001","Dublin City","%","6"
"F2021C03","Vacancy Rate","2002","2002","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire-Rathdown","%","4.3"
"F2021C03","Vacancy Rate","2002","2002","2ae19629-14a0-13a3-e055-000000000001","Fingal","%","4.9"
"F2021C03","Vacancy Rate","2002","2002","2ae19629-14a1-13a3-e055-000000000001","South Dublin","%","2.8"
"F2021C03","Vacancy Rate","2002","2002","2ae19629-14a7-13a3-e055-000000000001","Kildare","%","5.9"
"F2021C03","Vacancy Rate","2002","2002","2ae19629-14a8-13a3-e055-000000000001","Kilkenny","%","6.6"
"F2021C03","Vacancy Rate","2002","2002","2ae19629-148d-13a3-e055-000000000001","Laois","%","9.1"
"F2021C03","Vacancy Rate","2002","2002","2ae19629-1490-13a3-e055-000000000001","Longford","%","12.8"
"F2021C03","Vacancy Rate","2002","2002","2ae19629-1491-13a3-e055-000000000001","Louth","%","8.2"
"F2021C03","Vacancy Rate","2002","2002","2ae19629-1494-13a3-e055-000000000001","Meath","%","6.4"
"F2021C03","Vacancy Rate","2002","2002","2ae19629-1496-13a3-e055-000000000001","Offaly","%","7.7"
"F2021C03","Vacancy Rate","2002","2002","2ae19629-149b-13a3-e055-000000000001","Westmeath","%","9.7"
"F2021C03","Vacancy Rate","2002","2002","2ae19629-149c-13a3-e055-000000000001","Wexford","%","16.7"
"F2021C03","Vacancy Rate","2002","2002","2ae19629-149e-13a3-e055-000000000001","Wicklow","%","7.2"
"F2021C03","Vacancy Rate","2002","2002","2ae19629-14a2-13a3-e055-000000000001","Clare","%","16.1"
"F2021C03","Vacancy Rate","2002","2002","2ae19629-1451-13a3-e055-000000000001","Cork City and Cork County","%","10.4"
"F2021C03","Vacancy Rate","2002","2002","2ae19629-14a6-13a3-e055-000000000001","Kerry","%","18.4"
"F2021C03","Vacancy Rate","2002","2002","2ae19629-148f-13a3-e055-000000000001","Limerick City and County","%","8.1"
"F2021C03","Vacancy Rate","2002","2002","2ae19629-1499-13a3-e055-000000000001","Tipperary","%","8.6"
"F2021C03","Vacancy Rate","2002","2002","2ae19629-149a-13a3-e055-000000000001","Waterford City and County","%","11.4"
"F2021C03","Vacancy Rate","2002","2002","2ae19629-1435-13a3-e055-000000000001","Galway City","%","7.5"
"F2021C03","Vacancy Rate","2002","2002","2ae19629-14a5-13a3-e055-000000000001","Galway County","%","14.8"
"F2021C03","Vacancy Rate","2002","2002","2ae19629-148e-13a3-e055-000000000001","Leitrim","%","21.7"
"F2021C03","Vacancy Rate","2002","2002","2ae19629-1493-13a3-e055-000000000001","Mayo","%","18.4"
"F2021C03","Vacancy Rate","2002","2002","2ae19629-1497-13a3-e055-000000000001","Roscommon","%","15.5"
"F2021C03","Vacancy Rate","2002","2002","2ae19629-1498-13a3-e055-000000000001","Sligo","%","13.8"
"F2021C03","Vacancy Rate","2002","2002","2ae19629-149d-13a3-e055-000000000001","Cavan","%","12.9"
"F2021C03","Vacancy Rate","2002","2002","2ae19629-14a4-13a3-e055-000000000001","Donegal","%","21"
"F2021C03","Vacancy Rate","2002","2002","2ae19629-1495-13a3-e055-000000000001","Monaghan","%","8.1"
"F2021C03","Vacancy Rate","2006","2006","IE0","State","%","15"
"F2021C03","Vacancy Rate","2006","2006","2ae19629-1492-13a3-e055-000000000001","Carlow","%","12.3"
"F2021C03","Vacancy Rate","2006","2006","2ae19629-1433-13a3-e055-000000000001","Dublin City","%","11.7"
"F2021C03","Vacancy Rate","2006","2006","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire-Rathdown","%","8.9"
"F2021C03","Vacancy Rate","2006","2006","2ae19629-14a0-13a3-e055-000000000001","Fingal","%","8.8"
"F2021C03","Vacancy Rate","2006","2006","2ae19629-14a1-13a3-e055-000000000001","South Dublin","%","6.2"
"F2021C03","Vacancy Rate","2006","2006","2ae19629-14a7-13a3-e055-000000000001","Kildare","%","9.9"
"F2021C03","Vacancy Rate","2006","2006","2ae19629-14a8-13a3-e055-000000000001","Kilkenny","%","12"
"F2021C03","Vacancy Rate","2006","2006","2ae19629-148d-13a3-e055-000000000001","Laois","%","15.7"
"F2021C03","Vacancy Rate","2006","2006","2ae19629-1490-13a3-e055-000000000001","Longford","%","22.2"
"F2021C03","Vacancy Rate","2006","2006","2ae19629-1491-13a3-e055-000000000001","Louth","%","13.4"
"F2021C03","Vacancy Rate","2006","2006","2ae19629-1494-13a3-e055-000000000001","Meath","%","10.6"
"F2021C03","Vacancy Rate","2006","2006","2ae19629-1496-13a3-e055-000000000001","Offaly","%","12.9"
"F2021C03","Vacancy Rate","2006","2006","2ae19629-149b-13a3-e055-000000000001","Westmeath","%","15.3"
"F2021C03","Vacancy Rate","2006","2006","2ae19629-149c-13a3-e055-000000000001","Wexford","%","21.5"
"F2021C03","Vacancy Rate","2006","2006","2ae19629-149e-13a3-e055-000000000001","Wicklow","%","11.4"
"F2021C03","Vacancy Rate","2006","2006","2ae19629-14a2-13a3-e055-000000000001","Clare","%","20.1"
"F2021C03","Vacancy Rate","2006","2006","2ae19629-1451-13a3-e055-000000000001","Cork City and Cork County","%","15.3"
"F2021C03","Vacancy Rate","2006","2006","2ae19629-14a6-13a3-e055-000000000001","Kerry","%","24.8"
"F2021C03","Vacancy Rate","2006","2006","2ae19629-148f-13a3-e055-000000000001","Limerick City and County","%","12.6"
"F2021C03","Vacancy Rate","2006","2006","2ae19629-1499-13a3-e055-000000000001","Tipperary","%","13"
"F2021C03","Vacancy Rate","2006","2006","2ae19629-149a-13a3-e055-000000000001","Waterford City and County","%","16.8"
"F2021C03","Vacancy Rate","2006","2006","2ae19629-1435-13a3-e055-000000000001","Galway City","%","13"
"F2021C03","Vacancy Rate","2006","2006","2ae19629-14a5-13a3-e055-000000000001","Galway County","%","20.1"
"F2021C03","Vacancy Rate","2006","2006","2ae19629-148e-13a3-e055-000000000001","Leitrim","%","29.3"
"F2021C03","Vacancy Rate","2006","2006","2ae19629-1493-13a3-e055-000000000001","Mayo","%","24.4"
"F2021C03","Vacancy Rate","2006","2006","2ae19629-1497-13a3-e055-000000000001","Roscommon","%","21.8"
"F2021C03","Vacancy Rate","2006","2006","2ae19629-1498-13a3-e055-000000000001","Sligo","%","23.1"
"F2021C03","Vacancy Rate","2006","2006","2ae19629-149d-13a3-e055-000000000001","Cavan","%","21.2"
"F2021C03","Vacancy Rate","2006","2006","2ae19629-14a4-13a3-e055-000000000001","Donegal","%","27"
"F2021C03","Vacancy Rate","2006","2006","2ae19629-1495-13a3-e055-000000000001","Monaghan","%","12.8"
"F2021C03","Vacancy Rate","2011","2011","IE0","State","%","14.5"
"F2021C03","Vacancy Rate","2011","2011","2ae19629-1492-13a3-e055-000000000001","Carlow","%","13.8"
"F2021C03","Vacancy Rate","2011","2011","2ae19629-1433-13a3-e055-000000000001","Dublin City","%","10.2"
"F2021C03","Vacancy Rate","2011","2011","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire-Rathdown","%","7.7"
"F2021C03","Vacancy Rate","2011","2011","2ae19629-14a0-13a3-e055-000000000001","Fingal","%","7"
"F2021C03","Vacancy Rate","2011","2011","2ae19629-14a1-13a3-e055-000000000001","South Dublin","%","5.4"
"F2021C03","Vacancy Rate","2011","2011","2ae19629-14a7-13a3-e055-000000000001","Kildare","%","8"
"F2021C03","Vacancy Rate","2011","2011","2ae19629-14a8-13a3-e055-000000000001","Kilkenny","%","11.9"
"F2021C03","Vacancy Rate","2011","2011","2ae19629-148d-13a3-e055-000000000001","Laois","%","12.5"
"F2021C03","Vacancy Rate","2011","2011","2ae19629-1490-13a3-e055-000000000001","Longford","%","21.6"
"F2021C03","Vacancy Rate","2011","2011","2ae19629-1491-13a3-e055-000000000001","Louth","%","12.2"
"F2021C03","Vacancy Rate","2011","2011","2ae19629-1494-13a3-e055-000000000001","Meath","%","8.9"
"F2021C03","Vacancy Rate","2011","2011","2ae19629-1496-13a3-e055-000000000001","Offaly","%","11.8"
"F2021C03","Vacancy Rate","2011","2011","2ae19629-149b-13a3-e055-000000000001","Westmeath","%","13.4"
"F2021C03","Vacancy Rate","2011","2011","2ae19629-149c-13a3-e055-000000000001","Wexford","%","21"
"F2021C03","Vacancy Rate","2011","2011","2ae19629-149e-13a3-e055-000000000001","Wicklow","%","9.9"
"F2021C03","Vacancy Rate","2011","2011","2ae19629-14a2-13a3-e055-000000000001","Clare","%","21.2"
"F2021C03","Vacancy Rate","2011","2011","2ae19629-1451-13a3-e055-000000000001","Cork City and Cork County","%","14.6"
"F2021C03","Vacancy Rate","2011","2011","2ae19629-14a6-13a3-e055-000000000001","Kerry","%","26.4"
"F2021C03","Vacancy Rate","2011","2011","2ae19629-148f-13a3-e055-000000000001","Limerick City and County","%","12.3"
"F2021C03","Vacancy Rate","2011","2011","2ae19629-1499-13a3-e055-000000000001","Tipperary","%","13.5"
"F2021C03","Vacancy Rate","2011","2011","2ae19629-149a-13a3-e055-000000000001","Waterford City and County","%","16.4"
"F2021C03","Vacancy Rate","2011","2011","2ae19629-1435-13a3-e055-000000000001","Galway City","%","11.2"
"F2021C03","Vacancy Rate","2011","2011","2ae19629-14a5-13a3-e055-000000000001","Galway County","%","19.4"
"F2021C03","Vacancy Rate","2011","2011","2ae19629-148e-13a3-e055-000000000001","Leitrim","%","30.5"
"F2021C03","Vacancy Rate","2011","2011","2ae19629-1493-13a3-e055-000000000001","Mayo","%","24.7"
"F2021C03","Vacancy Rate","2011","2011","2ae19629-1497-13a3-e055-000000000001","Roscommon","%","23.2"
"F2021C03","Vacancy Rate","2011","2011","2ae19629-1498-13a3-e055-000000000001","Sligo","%","22.2"
"F2021C03","Vacancy Rate","2011","2011","2ae19629-149d-13a3-e055-000000000001","Cavan","%","21.6"
"F2021C03","Vacancy Rate","2011","2011","2ae19629-14a4-13a3-e055-000000000001","Donegal","%","28.6"
"F2021C03","Vacancy Rate","2011","2011","2ae19629-1495-13a3-e055-000000000001","Monaghan","%","13.6"
"F2021C03","Vacancy Rate","2016","2016","IE0","State","%","12.3"
"F2021C03","Vacancy Rate","2016","2016","2ae19629-1492-13a3-e055-000000000001","Carlow","%","9.3"
"F2021C03","Vacancy Rate","2016","2016","2ae19629-1433-13a3-e055-000000000001","Dublin City","%","8.1"
"F2021C03","Vacancy Rate","2016","2016","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire-Rathdown","%","5.5"
"F2021C03","Vacancy Rate","2016","2016","2ae19629-14a0-13a3-e055-000000000001","Fingal","%","5"
"F2021C03","Vacancy Rate","2016","2016","2ae19629-14a1-13a3-e055-000000000001","South Dublin","%","3.6"
"F2021C03","Vacancy Rate","2016","2016","2ae19629-14a7-13a3-e055-000000000001","Kildare","%","5.9"
"F2021C03","Vacancy Rate","2016","2016","2ae19629-14a8-13a3-e055-000000000001","Kilkenny","%","9"
"F2021C03","Vacancy Rate","2016","2016","2ae19629-148d-13a3-e055-000000000001","Laois","%","9.6"
"F2021C03","Vacancy Rate","2016","2016","2ae19629-1490-13a3-e055-000000000001","Longford","%","16.7"
"F2021C03","Vacancy Rate","2016","2016","2ae19629-1491-13a3-e055-000000000001","Louth","%","9.2"
"F2021C03","Vacancy Rate","2016","2016","2ae19629-1494-13a3-e055-000000000001","Meath","%","6.9"
"F2021C03","Vacancy Rate","2016","2016","2ae19629-1496-13a3-e055-000000000001","Offaly","%","9.4"
"F2021C03","Vacancy Rate","2016","2016","2ae19629-149b-13a3-e055-000000000001","Westmeath","%","10.9"
"F2021C03","Vacancy Rate","2016","2016","2ae19629-149c-13a3-e055-000000000001","Wexford","%","18.4"
"F2021C03","Vacancy Rate","2016","2016","2ae19629-149e-13a3-e055-000000000001","Wicklow","%","8.1"
"F2021C03","Vacancy Rate","2016","2016","2ae19629-14a2-13a3-e055-000000000001","Clare","%","19.6"
"F2021C03","Vacancy Rate","2016","2016","2ae19629-1451-13a3-e055-000000000001","Cork City and Cork County","%","11.9"
"F2021C03","Vacancy Rate","2016","2016","2ae19629-14a6-13a3-e055-000000000001","Kerry","%","24"
"F2021C03","Vacancy Rate","2016","2016","2ae19629-148f-13a3-e055-000000000001","Limerick City and County","%","10"
"F2021C03","Vacancy Rate","2016","2016","2ae19629-1499-13a3-e055-000000000001","Tipperary","%","12.3"
"F2021C03","Vacancy Rate","2016","2016","2ae19629-149a-13a3-e055-000000000001","Waterford City and County","%","14"
"F2021C03","Vacancy Rate","2016","2016","2ae19629-1435-13a3-e055-000000000001","Galway City","%","9.4"
"F2021C03","Vacancy Rate","2016","2016","2ae19629-14a5-13a3-e055-000000000001","Galway County","%","17.2"
"F2021C03","Vacancy Rate","2016","2016","2ae19629-148e-13a3-e055-000000000001","Leitrim","%","29"
"F2021C03","Vacancy Rate","2016","2016","2ae19629-1493-13a3-e055-000000000001","Mayo","%","23.4"
"F2021C03","Vacancy Rate","2016","2016","2ae19629-1497-13a3-e055-000000000001","Roscommon","%","20.9"
"F2021C03","Vacancy Rate","2016","2016","2ae19629-1498-13a3-e055-000000000001","Sligo","%","20.1"
"F2021C03","Vacancy Rate","2016","2016","2ae19629-149d-13a3-e055-000000000001","Cavan","%","17.5"
"F2021C03","Vacancy Rate","2016","2016","2ae19629-14a4-13a3-e055-000000000001","Donegal","%","27.4"
"F2021C03","Vacancy Rate","2016","2016","2ae19629-1495-13a3-e055-000000000001","Monaghan","%","12.4"
"F2021C03","Vacancy Rate","2022","2022","IE0","State","%","10.9"
"F2021C03","Vacancy Rate","2022","2022","2ae19629-1492-13a3-e055-000000000001","Carlow","%","8.2"
"F2021C03","Vacancy Rate","2022","2022","2ae19629-1433-13a3-e055-000000000001","Dublin City","%","7.5"
"F2021C03","Vacancy Rate","2022","2022","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire-Rathdown","%","5.7"
"F2021C03","Vacancy Rate","2022","2022","2ae19629-14a0-13a3-e055-000000000001","Fingal","%","4.6"
"F2021C03","Vacancy Rate","2022","2022","2ae19629-14a1-13a3-e055-000000000001","South Dublin","%","3.8"
"F2021C03","Vacancy Rate","2022","2022","2ae19629-14a7-13a3-e055-000000000001","Kildare","%","5.3"
"F2021C03","Vacancy Rate","2022","2022","2ae19629-14a8-13a3-e055-000000000001","Kilkenny","%","9"
"F2021C03","Vacancy Rate","2022","2022","2ae19629-148d-13a3-e055-000000000001","Laois","%","8"
"F2021C03","Vacancy Rate","2022","2022","2ae19629-1490-13a3-e055-000000000001","Longford","%","14.1"
"F2021C03","Vacancy Rate","2022","2022","2ae19629-1491-13a3-e055-000000000001","Louth","%","8"
"F2021C03","Vacancy Rate","2022","2022","2ae19629-1494-13a3-e055-000000000001","Meath","%","6"
"F2021C03","Vacancy Rate","2022","2022","2ae19629-1496-13a3-e055-000000000001","Offaly","%","8.5"
"F2021C03","Vacancy Rate","2022","2022","2ae19629-149b-13a3-e055-000000000001","Westmeath","%","9"
"F2021C03","Vacancy Rate","2022","2022","2ae19629-149c-13a3-e055-000000000001","Wexford","%","15.5"
"F2021C03","Vacancy Rate","2022","2022","2ae19629-149e-13a3-e055-000000000001","Wicklow","%","7.2"
"F2021C03","Vacancy Rate","2022","2022","2ae19629-14a2-13a3-e055-000000000001","Clare","%","17.3"
"F2021C03","Vacancy Rate","2022","2022","2ae19629-1451-13a3-e055-000000000001","Cork City and Cork County","%","10.2"
"F2021C03","Vacancy Rate","2022","2022","2ae19629-14a6-13a3-e055-000000000001","Kerry","%","22.5"
"F2021C03","Vacancy Rate","2022","2022","2ae19629-148f-13a3-e055-000000000001","Limerick City and County","%","8.5"
"F2021C03","Vacancy Rate","2022","2022","2ae19629-1499-13a3-e055-000000000001","Tipperary","%","10.5"
"F2021C03","Vacancy Rate","2022","2022","2ae19629-149a-13a3-e055-000000000001","Waterford City and County","%","11"
"F2021C03","Vacancy Rate","2022","2022","2ae19629-1435-13a3-e055-000000000001","Galway City","%","9.7"
"F2021C03","Vacancy Rate","2022","2022","2ae19629-14a5-13a3-e055-000000000001","Galway County","%","15.9"
"F2021C03","Vacancy Rate","2022","2022","2ae19629-148e-13a3-e055-000000000001","Leitrim","%","24.4"
"F2021C03","Vacancy Rate","2022","2022","2ae19629-1493-13a3-e055-000000000001","Mayo","%","21.8"
"F2021C03","Vacancy Rate","2022","2022","2ae19629-1497-13a3-e055-000000000001","Roscommon","%","17.4"
"F2021C03","Vacancy Rate","2022","2022","2ae19629-1498-13a3-e055-000000000001","Sligo","%","17.8"
"F2021C03","Vacancy Rate","2022","2022","2ae19629-149d-13a3-e055-000000000001","Cavan","%","14.8"
"F2021C03","Vacancy Rate","2022","2022","2ae19629-14a4-13a3-e055-000000000001","Donegal","%","25.7"
"F2021C03","Vacancy Rate","2022","2022","2ae19629-1495-13a3-e055-000000000001","Monaghan","%","11.5"
"F2021C04","Percentage change in housing stock since previous census","1991","1991","IE0","State","%","0"
"F2021C04","Percentage change in housing stock since previous census","1991","1991","2ae19629-1492-13a3-e055-000000000001","Carlow","%","0"
"F2021C04","Percentage change in housing stock since previous census","1991","1991","2ae19629-1433-13a3-e055-000000000001","Dublin City","%","0"
"F2021C04","Percentage change in housing stock since previous census","1991","1991","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire-Rathdown","%","0"
"F2021C04","Percentage change in housing stock since previous census","1991","1991","2ae19629-14a0-13a3-e055-000000000001","Fingal","%","0"
"F2021C04","Percentage change in housing stock since previous census","1991","1991","2ae19629-14a1-13a3-e055-000000000001","South Dublin","%","0"
"F2021C04","Percentage change in housing stock since previous census","1991","1991","2ae19629-14a7-13a3-e055-000000000001","Kildare","%","0"
"F2021C04","Percentage change in housing stock since previous census","1991","1991","2ae19629-14a8-13a3-e055-000000000001","Kilkenny","%","0"
"F2021C04","Percentage change in housing stock since previous census","1991","1991","2ae19629-148d-13a3-e055-000000000001","Laois","%","0"
"F2021C04","Percentage change in housing stock since previous census","1991","1991","2ae19629-1490-13a3-e055-000000000001","Longford","%","0"
"F2021C04","Percentage change in housing stock since previous census","1991","1991","2ae19629-1491-13a3-e055-000000000001","Louth","%","0"
"F2021C04","Percentage change in housing stock since previous census","1991","1991","2ae19629-1494-13a3-e055-000000000001","Meath","%","0"
"F2021C04","Percentage change in housing stock since previous census","1991","1991","2ae19629-1496-13a3-e055-000000000001","Offaly","%","0"
"F2021C04","Percentage change in housing stock since previous census","1991","1991","2ae19629-149b-13a3-e055-000000000001","Westmeath","%","0"
"F2021C04","Percentage change in housing stock since previous census","1991","1991","2ae19629-149c-13a3-e055-000000000001","Wexford","%","0"
"F2021C04","Percentage change in housing stock since previous census","1991","1991","2ae19629-149e-13a3-e055-000000000001","Wicklow","%","0"
"F2021C04","Percentage change in housing stock since previous census","1991","1991","2ae19629-14a2-13a3-e055-000000000001","Clare","%","0"
"F2021C04","Percentage change in housing stock since previous census","1991","1991","2ae19629-1451-13a3-e055-000000000001","Cork City and Cork County","%","0"
"F2021C04","Percentage change in housing stock since previous census","1991","1991","2ae19629-14a6-13a3-e055-000000000001","Kerry","%","0"
"F2021C04","Percentage change in housing stock since previous census","1991","1991","2ae19629-148f-13a3-e055-000000000001","Limerick City and County","%","0"
"F2021C04","Percentage change in housing stock since previous census","1991","1991","2ae19629-1499-13a3-e055-000000000001","Tipperary","%","0"
"F2021C04","Percentage change in housing stock since previous census","1991","1991","2ae19629-149a-13a3-e055-000000000001","Waterford City and County","%","0"
"F2021C04","Percentage change in housing stock since previous census","1991","1991","2ae19629-1435-13a3-e055-000000000001","Galway City","%","0"
"F2021C04","Percentage change in housing stock since previous census","1991","1991","2ae19629-14a5-13a3-e055-000000000001","Galway County","%","0"
"F2021C04","Percentage change in housing stock since previous census","1991","1991","2ae19629-148e-13a3-e055-000000000001","Leitrim","%","0"
"F2021C04","Percentage change in housing stock since previous census","1991","1991","2ae19629-1493-13a3-e055-000000000001","Mayo","%","0"
"F2021C04","Percentage change in housing stock since previous census","1991","1991","2ae19629-1497-13a3-e055-000000000001","Roscommon","%","0"
"F2021C04","Percentage change in housing stock since previous census","1991","1991","2ae19629-1498-13a3-e055-000000000001","Sligo","%","0"
"F2021C04","Percentage change in housing stock since previous census","1991","1991","2ae19629-149d-13a3-e055-000000000001","Cavan","%","0"
"F2021C04","Percentage change in housing stock since previous census","1991","1991","2ae19629-14a4-13a3-e055-000000000001","Donegal","%","0"
"F2021C04","Percentage change in housing stock since previous census","1991","1991","2ae19629-1495-13a3-e055-000000000001","Monaghan","%","0"
"F2021C04","Percentage change in housing stock since previous census","1996","1996","IE0","State","%","8.5"
"F2021C04","Percentage change in housing stock since previous census","1996","1996","2ae19629-1492-13a3-e055-000000000001","Carlow","%","8.8"
"F2021C04","Percentage change in housing stock since previous census","1996","1996","2ae19629-1433-13a3-e055-000000000001","Dublin City","%","7.8"
"F2021C04","Percentage change in housing stock since previous census","1996","1996","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire-Rathdown","%","8.4"
"F2021C04","Percentage change in housing stock since previous census","1996","1996","2ae19629-14a0-13a3-e055-000000000001","Fingal","%","16.8"
"F2021C04","Percentage change in housing stock since previous census","1996","1996","2ae19629-14a1-13a3-e055-000000000001","South Dublin","%","12.3"
"F2021C04","Percentage change in housing stock since previous census","1996","1996","2ae19629-14a7-13a3-e055-000000000001","Kildare","%","16.6"
"F2021C04","Percentage change in housing stock since previous census","1996","1996","2ae19629-14a8-13a3-e055-000000000001","Kilkenny","%","7"
"F2021C04","Percentage change in housing stock since previous census","1996","1996","2ae19629-148d-13a3-e055-000000000001","Laois","%","7.7"
"F2021C04","Percentage change in housing stock since previous census","1996","1996","2ae19629-1490-13a3-e055-000000000001","Longford","%","1.5"
"F2021C04","Percentage change in housing stock since previous census","1996","1996","2ae19629-1491-13a3-e055-000000000001","Louth","%","22"
"F2021C04","Percentage change in housing stock since previous census","1996","1996","2ae19629-1494-13a3-e055-000000000001","Meath","%","-2.7"
"F2021C04","Percentage change in housing stock since previous census","1996","1996","2ae19629-1496-13a3-e055-000000000001","Offaly","%","7"
"F2021C04","Percentage change in housing stock since previous census","1996","1996","2ae19629-149b-13a3-e055-000000000001","Westmeath","%","7.8"
"F2021C04","Percentage change in housing stock since previous census","1996","1996","2ae19629-149c-13a3-e055-000000000001","Wexford","%","7.7"
"F2021C04","Percentage change in housing stock since previous census","1996","1996","2ae19629-149e-13a3-e055-000000000001","Wicklow","%","10"
"F2021C04","Percentage change in housing stock since previous census","1996","1996","2ae19629-14a2-13a3-e055-000000000001","Clare","%","8.8"
"F2021C04","Percentage change in housing stock since previous census","1996","1996","2ae19629-1451-13a3-e055-000000000001","Cork City and Cork County","%","8.1"
"F2021C04","Percentage change in housing stock since previous census","1996","1996","2ae19629-14a6-13a3-e055-000000000001","Kerry","%","8.7"
"F2021C04","Percentage change in housing stock since previous census","1996","1996","2ae19629-148f-13a3-e055-000000000001","Limerick City and County","%","7.9"
"F2021C04","Percentage change in housing stock since previous census","1996","1996","2ae19629-1499-13a3-e055-000000000001","Tipperary","%","5.8"
"F2021C04","Percentage change in housing stock since previous census","1996","1996","2ae19629-149a-13a3-e055-000000000001","Waterford City and County","%","10.4"
"F2021C04","Percentage change in housing stock since previous census","1996","1996","2ae19629-1435-13a3-e055-000000000001","Galway City","%","17.4"
"F2021C04","Percentage change in housing stock since previous census","1996","1996","2ae19629-14a5-13a3-e055-000000000001","Galway County","%","6.5"
"F2021C04","Percentage change in housing stock since previous census","1996","1996","2ae19629-148e-13a3-e055-000000000001","Leitrim","%","2.8"
"F2021C04","Percentage change in housing stock since previous census","1996","1996","2ae19629-1493-13a3-e055-000000000001","Mayo","%","6.2"
"F2021C04","Percentage change in housing stock since previous census","1996","1996","2ae19629-1497-13a3-e055-000000000001","Roscommon","%","3.3"
"F2021C04","Percentage change in housing stock since previous census","1996","1996","2ae19629-1498-13a3-e055-000000000001","Sligo","%","6.4"
"F2021C04","Percentage change in housing stock since previous census","1996","1996","2ae19629-149d-13a3-e055-000000000001","Cavan","%","2.7"
"F2021C04","Percentage change in housing stock since previous census","1996","1996","2ae19629-14a4-13a3-e055-000000000001","Donegal","%","6.5"
"F2021C04","Percentage change in housing stock since previous census","1996","1996","2ae19629-1495-13a3-e055-000000000001","Monaghan","%","3.8"
"F2021C04","Percentage change in housing stock since previous census","2002","2002","IE0","State","%","15.97405135"
"F2021C04","Percentage change in housing stock since previous census","2002","2002","2ae19629-1492-13a3-e055-000000000001","Carlow","%","22.34391298"
"F2021C04","Percentage change in housing stock since previous census","2002","2002","2ae19629-1433-13a3-e055-000000000001","Dublin City","%","5.12382669"
"F2021C04","Percentage change in housing stock since previous census","2002","2002","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire-Rathdown","%","6.014899853"
"F2021C04","Percentage change in housing stock since previous census","2002","2002","2ae19629-14a0-13a3-e055-000000000001","Fingal","%","29.24584206"
"F2021C04","Percentage change in housing stock since previous census","2002","2002","2ae19629-14a1-13a3-e055-000000000001","South Dublin","%","19.37467885"
"F2021C04","Percentage change in housing stock since previous census","2002","2002","2ae19629-14a7-13a3-e055-000000000001","Kildare","%","31.61270102"
"F2021C04","Percentage change in housing stock since previous census","2002","2002","2ae19629-14a8-13a3-e055-000000000001","Kilkenny","%","14.14323825"
"F2021C04","Percentage change in housing stock since previous census","2002","2002","2ae19629-148d-13a3-e055-000000000001","Laois","%","18.69191249"
"F2021C04","Percentage change in housing stock since previous census","2002","2002","2ae19629-1490-13a3-e055-000000000001","Longford","%","11.97771588"
"F2021C04","Percentage change in housing stock since previous census","2002","2002","2ae19629-1491-13a3-e055-000000000001","Louth","%","8.101631298"
"F2021C04","Percentage change in housing stock since previous census","2002","2002","2ae19629-1494-13a3-e055-000000000001","Meath","%","46.35035309"
"F2021C04","Percentage change in housing stock since previous census","2002","2002","2ae19629-1496-13a3-e055-000000000001","Offaly","%","15.06099468"
"F2021C04","Percentage change in housing stock since previous census","2002","2002","2ae19629-149b-13a3-e055-000000000001","Westmeath","%","23.00975383"
"F2021C04","Percentage change in housing stock since previous census","2002","2002","2ae19629-149c-13a3-e055-000000000001","Wexford","%","27.16409537"
"F2021C04","Percentage change in housing stock since previous census","2002","2002","2ae19629-149e-13a3-e055-000000000001","Wicklow","%","15.32218749"
"F2021C04","Percentage change in housing stock since previous census","2002","2002","2ae19629-14a2-13a3-e055-000000000001","Clare","%","20.7159266"
